2D Diffusion Solver V1.0
Authors: Gabriel Kaufman and Kyle Leverett
Input file: testin.dat
Input title: Test Input File

Start time: 2016-05-10 13:00:18.222177

Mesh definition:
		Width =          10.0000		Num. mesh points =         30
		Height =         10.0000		Num. mesh points =         30

Cells:
Cell    Material    X Range                       Y Range                       

1       1           0.0000         10.0000        0.0000         10.0000        

Materials:

Material    D              Sig_a          

1           1.7248         0.1483         
Source types: 

CONST
Source output:

X           		Y           		Source     

0.000000E+00		0.000000E+00		0.000000E+00		
3.333333E-01		0.000000E+00		0.000000E+00		
6.666667E-01		0.000000E+00		0.000000E+00		
1.000000E+00		0.000000E+00		0.000000E+00		
1.333333E+00		0.000000E+00		0.000000E+00		
1.666667E+00		0.000000E+00		0.000000E+00		
2.000000E+00		0.000000E+00		0.000000E+00		
2.333333E+00		0.000000E+00		0.000000E+00		
2.666667E+00		0.000000E+00		0.000000E+00		
3.000000E+00		0.000000E+00		0.000000E+00		
3.333333E+00		0.000000E+00		0.000000E+00		
3.666667E+00		0.000000E+00		0.000000E+00		
4.000000E+00		0.000000E+00		0.000000E+00		
4.333333E+00		0.000000E+00		0.000000E+00		
4.666667E+00		0.000000E+00		0.000000E+00		
5.000000E+00		0.000000E+00		0.000000E+00		
5.333333E+00		0.000000E+00		0.000000E+00		
5.666667E+00		0.000000E+00		0.000000E+00		
6.000000E+00		0.000000E+00		0.000000E+00		
6.333333E+00		0.000000E+00		0.000000E+00		
6.666667E+00		0.000000E+00		0.000000E+00		
7.000000E+00		0.000000E+00		0.000000E+00		
7.333333E+00		0.000000E+00		0.000000E+00		
7.666667E+00		0.000000E+00		0.000000E+00		
8.000000E+00		0.000000E+00		0.000000E+00		
8.333333E+00		0.000000E+00		0.000000E+00		
8.666667E+00		0.000000E+00		0.000000E+00		
9.000000E+00		0.000000E+00		0.000000E+00		
9.333333E+00		0.000000E+00		0.000000E+00		
9.666667E+00		0.000000E+00		0.000000E+00		
1.000000E+01		0.000000E+00		0.000000E+00		
0.000000E+00		3.333333E-01		0.000000E+00		
3.333333E-01		3.333333E-01		0.000000E+00		
6.666667E-01		3.333333E-01		0.000000E+00		
1.000000E+00		3.333333E-01		0.000000E+00		
1.333333E+00		3.333333E-01		0.000000E+00		
1.666667E+00		3.333333E-01		0.000000E+00		
2.000000E+00		3.333333E-01		0.000000E+00		
2.333333E+00		3.333333E-01		0.000000E+00		
2.666667E+00		3.333333E-01		0.000000E+00		
3.000000E+00		3.333333E-01		0.000000E+00		
3.333333E+00		3.333333E-01		0.000000E+00		
3.666667E+00		3.333333E-01		0.000000E+00		
4.000000E+00		3.333333E-01		0.000000E+00		
4.333333E+00		3.333333E-01		0.000000E+00		
4.666667E+00		3.333333E-01		0.000000E+00		
5.000000E+00		3.333333E-01		0.000000E+00		
5.333333E+00		3.333333E-01		0.000000E+00		
5.666667E+00		3.333333E-01		0.000000E+00		
6.000000E+00		3.333333E-01		0.000000E+00		
6.333333E+00		3.333333E-01		0.000000E+00		
6.666667E+00		3.333333E-01		0.000000E+00		
7.000000E+00		3.333333E-01		0.000000E+00		
7.333333E+00		3.333333E-01		0.000000E+00		
7.666667E+00		3.333333E-01		0.000000E+00		
8.000000E+00		3.333333E-01		0.000000E+00		
8.333333E+00		3.333333E-01		0.000000E+00		
8.666667E+00		3.333333E-01		0.000000E+00		
9.000000E+00		3.333333E-01		0.000000E+00		
9.333333E+00		3.333333E-01		0.000000E+00		
9.666667E+00		3.333333E-01		0.000000E+00		
1.000000E+01		3.333333E-01		0.000000E+00		
0.000000E+00		6.666667E-01		0.000000E+00		
3.333333E-01		6.666667E-01		0.000000E+00		
6.666667E-01		6.666667E-01		0.000000E+00		
1.000000E+00		6.666667E-01		0.000000E+00		
1.333333E+00		6.666667E-01		0.000000E+00		
1.666667E+00		6.666667E-01		0.000000E+00		
2.000000E+00		6.666667E-01		0.000000E+00		
2.333333E+00		6.666667E-01		0.000000E+00		
2.666667E+00		6.666667E-01		0.000000E+00		
3.000000E+00		6.666667E-01		0.000000E+00		
3.333333E+00		6.666667E-01		0.000000E+00		
3.666667E+00		6.666667E-01		0.000000E+00		
4.000000E+00		6.666667E-01		0.000000E+00		
4.333333E+00		6.666667E-01		0.000000E+00		
4.666667E+00		6.666667E-01		0.000000E+00		
5.000000E+00		6.666667E-01		0.000000E+00		
5.333333E+00		6.666667E-01		0.000000E+00		
5.666667E+00		6.666667E-01		0.000000E+00		
6.000000E+00		6.666667E-01		0.000000E+00		
6.333333E+00		6.666667E-01		0.000000E+00		
6.666667E+00		6.666667E-01		0.000000E+00		
7.000000E+00		6.666667E-01		0.000000E+00		
7.333333E+00		6.666667E-01		0.000000E+00		
7.666667E+00		6.666667E-01		0.000000E+00		
8.000000E+00		6.666667E-01		0.000000E+00		
8.333333E+00		6.666667E-01		0.000000E+00		
8.666667E+00		6.666667E-01		0.000000E+00		
